antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,label,rule_score
"frozenset({'ram_medium', 'four_g_high'})",frozenset({'price_range_1'}),0.212,0.25,0.0975,0.4599056603773585,1.839622641509434,1.0,0.044500000000000005,1.3886462882096071,0.5792008330079396,0.26748971193415644,0.27987421383647804,0.42495283018867924,1,0.08249015441438236
"frozenset({'ram_medium', 'battery_power_medium'})",frozenset({'price_range_1'}),0.155,0.25,0.0785,0.5064516129032258,2.0258064516129033,1.0,0.03975,1.519607843137255,0.59925375946934,0.24042879019908114,0.3419354838709678,0.4102258064516129,1,0.08053887617065557
"frozenset({'ram_medium', 'blue_high'})",frozenset({'price_range_1'}),0.202,0.25,0.093,0.46039603960396036,1.8415841584158414,1.0,0.042499999999999996,1.389908256880734,0.57266822971407,0.2590529247910864,0.2805280528052805,0.4161980198019802,1,0.07885079894128025
"frozenset({'ram_medium', 'px_height_medium'})",frozenset({'price_range_2'}),0.174,0.25,0.084,0.48275862068965525,1.931034482758621,1.0,0.04050000000000001,1.4500000000000002,0.5837080594949844,0.2470588235294118,0.310344827586207,0.40937931034482766,2,0.07830677764565996
"frozenset({'ram_medium', 'dual_sim_low'})",frozenset({'price_range_2'}),0.2065,0.25,0.094,0.45520581113801456,1.8208232445520582,1.0,0.042375,1.376666666666667,0.5681132606684632,0.2593103448275862,0.2736077481840194,0.41560290556900725,2,0.0779118362656755
"frozenset({'wifi_high', 'ram_medium'})",frozenset({'price_range_1'}),0.2045,0.25,0.093,0.45476772616136923,1.819070904645477,1.0,0.041875,1.3755605381165918,0.5660198833492158,0.2572614107883817,0.2730236348818256,0.41338386308068464,1,0.07693469072996933
"frozenset({'ram_medium', 'wifi_low'})",frozenset({'price_range_2'}),0.2005,0.25,0.0905,0.4513715710723192,1.8054862842892767,1.0,0.040374999999999994,1.3670454545454545,0.5580145049219297,0.2513888888888889,0.26849542809642557,0.4066857855361596,2,0.0737525388523703
"frozenset({'ram_medium', 'n_cores_low'})",frozenset({'price_range_1'}),0.1405,0.25,0.0705,0.5017793594306049,2.0071174377224197,1.0,0.03537499999999999,1.5053571428571426,0.5837964510126702,0.22031249999999997,0.3357058125741399,0.3918896797153024,1,0.07100267220526586
"frozenset({'ram_medium', 'px_width_high'})",frozenset({'price_range_2'}),0.1155,0.25,0.0615,0.5324675324675324,2.1298701298701297,1.0,0.032625,1.6041666666666665,0.5997600959616154,0.20230263157894737,0.3766233766233766,0.3892337662337662,2,0.06974633159048743
"frozenset({'ram_medium', 'int_memory_medium'})",frozenset({'price_range_1'}),0.1605,0.25,0.0765,0.4766355140186916,1.9065420560747663,1.0,0.036375,1.4330357142857142,0.5663968982470892,0.2290419161676647,0.30218068535825543,0.3913177570093458,1,0.06951751244650188
"frozenset({'ram_medium', 'clock_speed_low'})",frozenset({'price_range_1'}),0.1705,0.25,0.0795,0.4662756598240469,1.8651026392961876,1.0,0.036875,1.4052197802197803,0.5591759831071987,0.23313782991202348,0.2883675464320625,0.39213782991202345,1,0.0691373311203034
"frozenset({'px_width_low', 'ram_high'})",frozenset({'price_range_3'}),0.0895,0.25,0.0515,0.5754189944134078,2.3016759776536313,1.0,0.029124999999999998,1.7664473684210527,0.6211246354558202,0.17881944444444442,0.4338919925512104,0.3907094972067039,3,0.06820804594113791
"frozenset({'ram_medium', 'px_width_medium'})",frozenset({'price_range_2'}),0.1725,0.25,0.0795,0.46086956521739136,1.8434782608695655,1.0,0.036375000000000005,1.3911290322580645,0.552927093427578,0.2317784256559767,0.28115942028985513,0.3894347826086957,2,0.06754344045368621
"frozenset({'ram_medium', 'px_width_medium'})",frozenset({'price_range_1'}),0.1725,0.25,0.0785,0.455072463768116,1.820289855072464,1.0,0.035375000000000004,1.3763297872340428,0.5445763657705853,0.22819767441860467,0.27342995169082135,0.384536231884058,1,0.06502655744591475
"frozenset({'ram_medium', 'pc_medium'})",frozenset({'price_range_1'}),0.164,0.25,0.0755,0.46036585365853655,1.8414634146341462,1.0,0.034499999999999996,1.3898305084745761,0.5465952660096961,0.2230428360413589,0.28048780487804875,0.38118292682926824,1,0.06400488920285544
"frozenset({'ram_medium', 'm_dep_low'})",frozenset({'price_range_2'}),0.15,0.25,0.071,0.47333333333333333,1.8933333333333333,1.0,0.033499999999999995,1.4240506329113924,0.5550952775476388,0.21580547112462004,0.29777777777777775,0.37866666666666665,2,0.06362862222222222
"frozenset({'ram_medium', 'int_memory_low'})",frozenset({'price_range_2'}),0.1295,0.25,0.063,0.48648648648648646,1.9459459459459458,1.0,0.030625,1.4605263157894735,0.5584274682494096,0.1990521327014218,0.31531531531531526,0.3692432432432432,2,0.059640613586559525
"frozenset({'ram_medium', 'sc_h_high'})",frozenset({'price_range_1'}),0.1485,0.25,0.069,0.4646464646464647,1.8585858585858588,1.0,0.03187500000000001,1.4009433962264153,0.5425208710970411,0.20940819423368745,0.2861952861952863,0.3703232323232324,1,0.059587389041934516
"frozenset({'ram_medium', 'mobile_wt_medium'})",frozenset({'price_range_2'}),0.157,0.25,0.0715,0.45541401273885346,1.8216560509554138,1.0,0.032249999999999994,1.3771929824561404,0.535052136475624,0.21311475409836061,0.2738853503184713,0.3707070063694267,2,0.0593169499776867
"frozenset({'px_width_high', 'ram_low'})",frozenset({'price_range_0'}),0.0865,0.25,0.048,0.5549132947976879,2.2196531791907517,1.0,0.026375000000000003,1.6850649350649354,0.6015097609925197,0.16637781629116116,0.4065510597302506,0.373456647398844,0,0.059122322830699334
"frozenset({'ram_medium', 'sc_w_medium'})",frozenset({'price_range_2'}),0.147,0.25,0.068,0.4625850340136055,1.850340136054422,1.0,0.03125000000000001,1.3955696202531647,0.5387559478656646,0.2066869300911854,0.2834467120181407,0.36729251700680277,2,0.05820389652459626
"frozenset({'n_cores_high', 'ram_medium'})",frozenset({'price_range_2'}),0.153,0.25,0.0695,0.45424836601307195,1.8169934640522878,1.0,0.03125000000000001,1.3742514970059883,0.5308622051591314,0.20839580209895053,0.2723311546840959,0.366124183006536,2,0.05736295869110173
"frozenset({'ram_high', 'battery_power_low'})",frozenset({'price_range_3'}),0.0935,0.25,0.0495,0.5294117647058824,2.1176470588235294,1.0,0.026125000000000002,1.59375,0.5822148679291537,0.1683673469387755,0.37254901960784315,0.3637058823529412,3,0.05549480968858132
"frozenset({'battery_power_high', 'ram_low'})",frozenset({'price_range_0'}),0.089,0.25,0.0475,0.5337078651685394,2.1348314606741576,1.0,0.02525,1.6084337349397593,0.583511468022416,0.16295025728987994,0.3782771535580525,0.3618539325842697,0,0.054120376215124374
"frozenset({'ram_medium', 'm_dep_high'})",frozenset({'price_range_1'}),0.1,0.25,0.0505,0.505,2.02,1.0,0.025500000000000002,1.5151515151515151,0.5610561056105611,0.16861435726210353,0.34,0.35350000000000004,1,0.05151505
"frozenset({'sc_h_medium', 'ram_medium'})",frozenset({'price_range_2'}),0.1345,0.25,0.061,0.4535315985130111,1.8141263940520445,1.0,0.027374999999999997,1.3724489795918364,0.5185101002926386,0.18856259659969088,0.2713754646840148,0.3487657992565055,2,0.05018858224734317
"frozenset({'ram_medium', 'pc_high'})",frozenset({'price_range_2'}),0.1345,0.25,0.061,0.4535315985130111,1.8141263940520445,1.0,0.027374999999999997,1.3724489795918364,0.5185101002926386,0.18856259659969088,0.2713754646840148,0.3487657992565055,2,0.05018858224734317
"frozenset({'fc_medium', 'ram_medium'})",frozenset({'price_range_2'}),0.1215,0.25,0.0565,0.4650205761316873,1.8600823045267492,1.0,0.026125000000000002,1.4019230769230768,0.5263396477301917,0.17936507936507937,0.2866941015089164,0.34551028806584366,2,0.04887117478704128
"frozenset({'ram_medium', 'mobile_wt_low'})",frozenset({'price_range_1'}),0.1285,0.25,0.058,0.45136186770428016,1.8054474708171206,1.0,0.025875000000000002,1.3670212765957446,0.5118998160128198,0.1809672386895476,0.26848249027237353,0.3416809338521401,1,0.0472647882632591
"frozenset({'ram_medium', 'sc_h_low'})",frozenset({'price_range_1'}),0.122,0.25,0.0555,0.45491803278688525,1.819672131147541,1.0,0.025,1.3759398496240602,0.5130415153194197,0.17535545023696683,0.273224043715847,0.3384590163934426,1,0.04594299247514109
"frozenset({'ram_medium', 'sc_h_low'})",frozenset({'price_range_2'}),0.122,0.25,0.0555,0.45491803278688525,1.819672131147541,1.0,0.025,1.3759398496240602,0.5130415153194197,0.17535545023696683,0.273224043715847,0.3384590163934426,2,0.04594299247514109
"frozenset({'ram_medium', 'pc_low'})",frozenset({'price_range_1'}),0.1065,0.25,0.0505,0.47417840375586856,1.8967136150234742,1.0,0.023875000000000004,1.4263392857142856,0.529123981228565,0.16503267973856212,0.2989045383411581,0.3380892018779343,1,0.04541872203486964
"frozenset({'ram_medium', 'n_cores_medium'})",frozenset({'price_range_2'}),0.1115,0.25,0.0515,0.4618834080717488,1.8475336322869953,1.0,0.023624999999999997,1.39375,0.516305980954046,0.1661290322580645,0.28251121076233177,0.3339417040358744,2,0.04394727422630657
"frozenset({'ram_high', 'battery_power_low'})",frozenset({'price_range_2'}),0.0935,0.25,0.044,0.47058823529411764,1.8823529411764706,1.0,0.020624999999999998,1.4166666666666667,0.5170987313844456,0.1469115191986644,0.29411764705882354,0.32329411764705884,2,0.038975778546712796
"frozenset({'ram_medium', 'three_g_low'})",frozenset({'price_range_1'}),0.089,0.25,0.0415,0.4662921348314607,1.8651685393258428,1.0,0.019250000000000003,1.405263157894737,0.5091717032785368,0.13949579831932774,0.28838951310861427,0.31614606741573037,1,0.03609310693094307
"frozenset({'ram_medium', 'clock_speed_high'})",frozenset({'price_range_2'}),0.0945,0.25,0.043,0.455026455026455,1.82010582010582,1.0,0.019374999999999996,1.3762135922330097,0.49760507492969314,0.14262023217247094,0.27336860670194,0.3135132275132275,2,0.0356124408611181
